Instance,InsArea,ObjArea,FillRatio,Width,Height,WHRatio,Iteration,Duration,TotalDuration,RandomSeed
polygon_area_etc_input_1,1929,2070,0.931884,45,46,1.02222,93,51.841,300.884,1974025823
